unix,date,open,high,low,close,Volume USDT
1759492800000,2025-10-03 12:00:00,120334.51000000,122366.00000000,119881.24000000,122258.05000000,596531230.46443710
1759478400000,2025-10-03 08:00:00,119640.22000000,120515.89000000,119248.30000000,120334.50000000,416272468.78557710
1759464000000,2025-10-03 04:00:00,120225.88000000,120324.53000000,119610.59000000,119640.21000000,274941005.21233860
1759449600000,2025-10-03 00:00:00,120529.35000000,120550.90000000,119820.00000000,120225.89000000,272710904.27956340
1759435200000,2025-10-02 20:00:00,120836.49000000,120914.00000000,120072.46000000,120529.35000000,275022596.48867940
1759420800000,2025-10-02 16:00:00,119910.78000000,121022.07000000,119359.63000000,120836.49000000,585412473.74573860
1759406400000,2025-10-02 12:00:00,118765.72000000,119910.79000000,118516.39000000,119910.78000000,608427409.90587330
1759392000000,2025-10-02 08:00:00,118489.76000000,118926.49000000,118354.61000000,118765.73000000,173263672.07406360
1759377600000,2025-10-02 04:00:00,118733.99000000,118930.29000000,118279.31000000,118489.76000000,210107178.01584700
1759363200000,2025-10-02 00:00:00,118594.99000000,119456.92000000,118368.05000000,118733.99000000,497627797.11437860
1759348800000,2025-10-01 20:00:00,117439.53000000,118649.10000000,117163.25000000,118594.99000000,288509261.89468920
1759334400000,2025-10-01 16:00:00,117423.73000000,118199.00000000,116724.56000000,117439.53000000,448255889.93332880
1759320000000,2025-10-01 12:00:00,116789.57000000,117649.99000000,116363.38000000,117423.73000000,528495971.58234100
1759305600000,2025-10-01 08:00:00,114539.02000000,116795.85000000,114484.43000000,116789.58000000,604751911.29038270
1759291200000,2025-10-01 04:00:00,114176.93000000,114740.00000000,114151.00000000,114539.02000000,228584340.51596940
1759276800000,2025-10-01 00:00:00,114048.94000000,114551.76000000,113966.67000000,114176.92000000,233499606.04922240
